ID,Object Name,Reg Number,EPA Reg Type,Doc Type,Sub Type,EPA Private,EPA Controlled,EPA Publish Status,Created Date,Effective Date,Version Label,Version,EPA Source,EPASource Code,Folder Path,Original File Name,StoragePath
0900029a80001bf3,"2010 - July 03, 15:40 - Theft of 25,000 tonnes of topsoil and subsoil",,,,,0,0,Approved,2021.10.19 09:24:35,2010.07.20 16:40:00,CURRENT,1.0,NO SOURCE DEFINED,NO SOURCE DEFINED,/UnresolvedDocuments/ROM Correspondence,D:\DocumentumInstall\workspace\EPA_Prod\bin\content\79\1803960379\sysobjectContent.pdf,D:\Documentum\data\EPADev\content_storage_01\0000029a\80\00\09\9e.pdf
